"name","picurl","url"
"Sabayon-kastmega gratineeritud marjad","http://pilt.toidutare.ee/pilt/08.2008/8056/311x311.jpg?t=1416931354","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/FEEA/#Sabayon-kastmega gratineeritud marjad"
"Kohupiima-tiramisu","http://pilt.toidutare.ee/pilt/08.2008/8096/311x311.jpg?t=1416931363","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/FB00/#Kohupiima-tiramisu"
"Ploomikreem","http://pilt.toidutare.ee/pilt/08.2008/8098/311x311.jpg?t=1416931363","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/FB04/#Ploomikreem"
"Mustasõstravaht","http://pilt.toidutare.ee/pilt/08.2008/8135/311x311.jpg?t=1416931367","http://toidutare.ee/road/magustoidud_ja_maiustused/tarretised/FA3F/#Mustasõstravaht"
"Marjamüts","http://pilt.toidutare.ee/pilt/07.2008/8164/311x311.jpg?t=1416928559","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/FE4F/#Marjamüts"
"Murelid šokolaadis","http://pilt.toidutare.ee/pilt/07.2008/8171/311x311.jpg?t=1416928561","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/FEDC/#Murelid šokolaadis"
"Maasika panna cotta","http://pilt.toidutare.ee/pilt/07.2008/8205/311x311.jpg?t=1416928568","http://toidutare.ee/road/magustoidud_ja_maiustused/tarretised/FE41/#Maasika panna cotta"
"Maasikad palsamiäädikakastmes","http://pilt.toidutare.ee/pilt/07.2008/8211/311x311.jpg?t=1416928569","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/FC72/#Maasikad palsamiäädikakastmes"
"Kodujuustu-mascarponekook","http://pilt.toidutare.ee/pilt/07.2008/8213/311x311.jpg?t=1416928569","http://toidutare.ee/road/magustoidud_ja_maiustused/tarretised/FC9D/#Kodujuustu-mascarponekook"
"Mandliparfee pohlakastmega","http://pilt.toidutare.ee/pilt/07.2008/8214/311x311.jpg?t=1416928570","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/FC96/#Mandliparfee pohlakastmega"
"Ainult täiskasvanutele","http://pilt.toidutare.ee/pilt/07.2008/8241/311x311.jpg?t=1416928575","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/161AB/#Ainult täiskasvanutele"
"Kama marjade ja kohupiimaga","http://pilt.toidutare.ee/pilt/07.2008/8253/311x311.jpg?t=1416928578","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/F181/#Kama marjade ja kohupiimaga"
"Maasikad rohelise pipra marinaadis","http://pilt.toidutare.ee/pilt/07.2008/8281/311x311.jpg?t=1416928583","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/FECC/#Maasikad rohelise pipra marinaadis"
"Riisi-puuviljavaht","http://pilt.toidutare.ee/pilt/07.2008/8283/311x311.jpg?t=1416928584","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/FA3C/#Riisi-puuviljavaht"
"Maasikasorbett","http://pilt.toidutare.ee/pilt/07.2008/8301/311x311.jpg?t=1416928587","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/FE43/#Maasikasorbett"
"Maasika-siidritarretis","http://pilt.toidutare.ee/pilt/07.2008/8303/311x311.jpg?t=1416928588","http://toidutare.ee/road/magustoidud_ja_maiustused/tarretised/FE42/#Maasika-siidritarretis"
"Kohupiimamaius maasikatega","http://pilt.toidutare.ee/pilt/07.2008/8324/311x311.jpg?t=1416928591","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/FE40/#Kohupiimamaius maasikatega"
"Kamakreem marjade ja leivakrutoonidega","http://pilt.toidutare.ee/pilt/06.2008/8331/311x311.jpg?t=1416923514","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/FCF3/#Kamakreem marjade ja leivakrutoonidega"
"Pirnõun fetakreemi ja meega","http://pilt.toidutare.ee/pilt/06.2008/8338/311x311.jpg?t=1416923516","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/FD3B/#Pirnõun fetakreemi ja meega"
"Kama-kohupiimavaht","http://pilt.toidutare.ee/pilt/06.2008/8361/311x311.jpg?t=1416923523","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/FE35/#Kama-kohupiimavaht"
"Lihtne maasika-küpsisemaius","http://pilt.toidutare.ee/pilt/06.2008/8383/311x311.jpg?t=1416923529","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/FDD7/#Lihtne maasika-küpsisemaius"
"Ananassi-maasikapakid","http://pilt.toidutare.ee/pilt/06.2008/8392/311x311.jpg?t=1416923531","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/FE26/#Ananassi-maasikapakid"
"Maasika-tiramisu","http://pilt.toidutare.ee/pilt/06.2008/8456/311x311.jpg?t=1416923551","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/FAFA/#Maasika-tiramisu"
"Puuviljavardad","http://pilt.toidutare.ee/pilt/06.2008/8463/311x311.jpg?t=1416923553","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/FE15/#Puuviljavardad"
"Kass Arturi kook","http://pilt.toidutare.ee/pilt/06.2008/8515/311x311.jpg?t=1416923570","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/EF36/#Kass Arturi kook"
"Kihiline kohupiima-leiva magustoit","http://pilt.toidutare.ee/pilt/06.2008/8536/311x311.jpg?t=1416923578","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/FCB9/#Kihiline kohupiima-leiva magustoit"
"Rabarberi-maasikakissell","http://pilt.toidutare.ee/pilt/06.2008/8554/311x311.jpg?t=1416923582","http://toidutare.ee/road/magustoidud_ja_maiustused/magusad_supid/FDA5/#Rabarberi-maasikakissell"
"Rabarberi-mannavaht","http://pilt.toidutare.ee/pilt/06.2008/8572/311x311.jpg?t=1416923588","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/FDD1/#Rabarberi-mannavaht"
"Sinihallitusjuustujäätis","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/F1EF/#Sinihallitusjuustujäätis"
"Cassata ehk ehk suur jäätisetort","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/EB58/#Cassata ehk ehk suur jäätisetort"
"Apelsinimaius","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/EF86/#Apelsinimaius"
"Ahjurabarber kaneeliga","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/F6CC/#Ahjurabarber kaneeliga"
"Virsikusuflee meega","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/EEDC/#Virsikusuflee meega"
"Rabarberiga panna cotta","http://pilt.toidutare.ee/pilt/04.2008/8851/311x311.jpg?t=1416909462","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/FDA7/#Rabarberiga panna cotta"
"Rabarberivaht kaerakliidega","http://pilt.toidutare.ee/pilt/04.2008/8875/311x311.jpg?t=1416909466","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/FD9F/#Rabarberivaht kaerakliidega"
"Vahukoore-ananssitarretis","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/tarretised/EB41/#Vahukoore-ananssitarretis"
"Klassikaline tiramisu värskete viigimarjadega","http://pilt.toidutare.ee/pilt/04.2008/8951/311x311.jpg?t=1416909480","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/FD86/#Klassikaline tiramisu värskete viigimarjadega"
"Tequila-banaanid","http://pilt.toidutare.ee/pilt/04.2008/8973/311x311.jpg?t=1416909484","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/FD7F/#Tequila-banaanid"
"Brüleekreem maasikate ja balsamico-kastmega","http://pilt.toidutare.ee/pilt/04.2008/9034/311x311.jpg?t=1416909495","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/FD70/#Brüleekreem maasikate ja balsamico-kastmega"
"Šokolaadipasha","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/ECA5/#Šokolaadipasha"
"Mel i Mato ehk kodune kohupiim sidrunimahlaga","http://pilt.toidutare.ee/pilt/03.2008/9166/311x311.jpg?t=1416905688","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/FD40/#Mel i Mato ehk kodune kohupiim sidrunimahlaga"
"Šokolaadiparfee aprikoosikastmes","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/EB57/#Šokolaadiparfee aprikoosikastmes"
"Šokolaadikaste viinamarjamahlast","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/EB4C/#Šokolaadikaste viinamarjamahlast"
"Pehme punšiparfee","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/EB47/#Pehme punšiparfee"
"Šokolaadi-nachotrühvel","http://pilt.toidutare.ee/pilt/03.2008/9229/311x311.jpg?t=1416905700","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/FD2B/#Šokolaadi-nachotrühvel"
"Kuumutamata pasha","http://pilt.toidutare.ee/pilt/03.2008/9269/311x311.jpg?t=1416905707","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/F4D5/#Kuumutamata pasha"
"Kaeraküpsisetiramisu","http://pilt.toidutare.ee/pilt/03.2008/9276/311x311.jpg?t=1416905710","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/E686/#Kaeraküpsisetiramisu"
"Šokolaadi-pähkliparfee","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/EA67/#Šokolaadi-pähkliparfee"
"Tsaari pasha","http://pilt.toidutare.ee/pilt/03.2008/9290/311x311.jpg?t=1416905712","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/E9F3/#Tsaari pasha"
"Lihtne šokolaadipasha","http://pilt.toidutare.ee/pilt/03.2008/9292/311x311.jpg?t=1416905714","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/F9AB/#Lihtne šokolaadipasha"
"Pokaalipasha","http://pilt.toidutare.ee/pilt/03.2008/9296/311x311.jpg?t=1416905715","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/F9AC/#Pokaalipasha"
"Sügavkülmutatud pasha","http://pilt.toidutare.ee/pilt/03.2008/9299/311x311.jpg?t=1416905716","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/F9AA/#Sügavkülmutatud pasha"
"Šokolaaditarretis","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/tarretised/E945/#Šokolaaditarretis"
"Vanilli-šokolaadijäätis","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/E935/#Vanilli-šokolaadijäätis"
"Karamellkommid","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/E92B/#Karamellkommid"
"Kihiline kausitort","http://pilt.toidutare.ee/pilt/03.2008/9360/311x311.jpg?t=1416905734","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/E998/#Kihiline kausitort"
"Avokaadoparfee","http://pilt.toidutare.ee/pilt/03.2008/9366/311x311.jpg?t=1416905737","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/FCF6/#Avokaadoparfee"
"Šokolaadisuupisted","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/E86C/#Šokolaadisuupisted"
"Koorekaramellipralineed","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/E83F/#Koorekaramellipralineed"
"Mandlišokolaadid","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/E83C/#Mandlišokolaadid"
"Šokolaadipüksid","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/E6C8/#Šokolaadipüksid"
"Küpsetatud banaanid","http://pilt.toidutare.ee/pilt/02.2008/9425/311x311.jpg?t=1418154301","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/E6B2/#Küpsetatud banaanid"
"Jäätisepomm","http://pilt.toidutare.ee/pilt/02.2008/9427/311x311.jpg?t=1418154302","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/E6B1/#Jäätisepomm"
"Belle ehk pirnid jäätisega","http://pilt.toidutare.ee/pilt/02.2008/9430/311x311.jpg?t=1418154302","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/E6AF/#Belle ehk pirnid jäätisega"
"Ahjuõun granadilli ja jäätisega","http://pilt.toidutare.ee/pilt/02.2008/9440/311x311.jpg?t=1418154303","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/FCDB/#Ahjuõun granadilli ja jäätisega"
"Šokolaadikreem likööriga","http://pilt.toidutare.ee/pilt/02.2008/9450/311x311.jpg?t=1418154304","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/EB1D/#Šokolaadikreem likööriga"
"Eksootiline salat","http://pilt.toidutare.ee/pilt/02.2008/9452/311x311.jpg?t=1418154304","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/E4EC/#Eksootiline salat"
"Sametine šokolaadiparfee","http://pilt.toidutare.ee/pilt/02.2008/9455/311x311.jpg?t=1418154305","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/E454/#Sametine šokolaadiparfee"
"Šokolaadijäätis","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/E3D8/#Šokolaadijäätis"
"Kihiline maasika-šokolaadipuding","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/E390/#Kihiline maasika-šokolaadipuding"
"Ahjujäätis","http://pilt.toidutare.ee/pilt/01.2008/9472/311x311.jpg?t=1416899217","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/EFA9/#Ahjujäätis"
"Veinine õunavaht põldmarjadega","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/EB53/#Veinine õunavaht põldmarjadega"
"Tšilline kookosetarretis","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/tarretised/FC93/#Tšilline kookosetarretis"
"Piparkoogišokolaad kookosrasvaga","http://pilt.toidutare.ee/pilt/01.2008/9535/311x311.jpg?t=1416899247","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/F8BC/#Piparkoogišokolaad kookosrasvaga"
"Vahemere päike ehk jogurt pähklitega","http://pilt.toidutare.ee/pilt/01.2008/9537/311x311.jpg?t=1416899247","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/E3F6/#Vahemere päike ehk jogurt pähklitega"
"Õuna-jogurtijäätis","http://pilt.toidutare.ee/pilt/01.2008/9538/311x311.jpg?t=1416899248","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/FC7A/#Õuna-jogurtijäätis"
"Vahuveinitarretis maasikate ja vahukoorega","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/tarretised/FC71/#Vahuveinitarretis maasikate ja vahukoorega"
"Šokolaadifondüü","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/FC76/#Šokolaadifondüü"
"Dessertveinijäätis","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/E6A9/#Dessertveinijäätis"
"Meetrühvlid","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/FC64/#Meetrühvlid"
"Külmutatud ploomi-mousse","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/FC6F/#Külmutatud ploomi-mousse"
"Mascarpone-kamatäidisega valge šokolaadi trühvlid","http://pilt.toidutare.ee/pilt/12.2007/9573/311x311.jpg?t=1416987269","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/FC6B/#Mascarpone-kamatäidisega valge šokolaadi trühvlid"
"Mandlid šokolaadis","http://pilt.toidutare.ee/pilt/12.2007/9581/311x311.jpg?t=1416987273","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/FC66/#Mandlid šokolaadis"
"Maasikatarretis","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/tarretised/E658/#Maasikatarretis"
"Punaveinis küpsetatud pirnid","http://pilt.toidutare.ee/pilt/12.2007/9595/311x311.jpg?t=1416987282","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/FC60/#Punaveinis küpsetatud pirnid"
"Martsipanine mandariinimaius","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/FC61/#Martsipanine mandariinimaius"
"Kookosešokolaad","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/E629/#Kookosešokolaad"
"Apelsinisorbett","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/E625/#Apelsinisorbett"
"Šokolaadiampsud","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/E624/#Šokolaadiampsud"
"Õunasektorid","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/E60A/#Õunasektorid"
"Õunad kaneelivahuga","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/E5C6/#Õunad kaneelivahuga"
"Mõisahärra magustoit õunapüreega","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/E5C4/#Mõisahärra magustoit õunapüreega"
"Idamaine magustoit keefirist","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/tarretised/E5B9/#Idamaine magustoit keefirist"
"Kodune marmelaad õuntest","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/14978/#Kodune marmelaad õuntest"
"Suhkrustatud õunamarmelaad","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/E587/#Suhkrustatud õunamarmelaad"
"Vaarikariis piimaga","http://pilt.toidutare.ee/pilt/12.2007/9602/311x311.jpg?t=1416987284","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/E535/#Vaarikariis piimaga"
"Pähklivaht","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/E506/#Pähklivaht"
"Kuninglik magustoit ehk vanillitarretis","http://pilt.toidutare.ee/pilt/12.2007/9608/311x311.jpg?t=1416987286","http://toidutare.ee/road/magustoidud_ja_maiustused/tarretised/E4E0/#Kuninglik magustoit ehk vanillitarretis"
"Montmartre'i hõrgutis ehk kohupiimakreem kaerahelvestega","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/E4DB/#Montmartre'i hõrgutis ehk kohupiimakreem kaerahelvestega"
"Jäätisetort rullbiskviidist","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/E4D0/#Jäätisetort rullbiskviidist"
"Maasika-apelsinitarretis","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/tarretised/E4B7/#Maasika-apelsinitarretis"
"Maasika-keefiritarretis","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/tarretised/E4B4/#Maasika-keefiritarretis"
"Rosinakompvekid","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/E4A1/#Rosinakompvekid"
"Puuvili šokolaadifondüüga","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/E49E/#Puuvili šokolaadifondüüga"
"Maasikad siidriželees","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/E46B/#Maasikad siidriželees"
"Sidrunitarretis","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/tarretised/E45E/#Sidrunitarretis"
"Mustikajäätis","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/E42D/#Mustikajäätis"
"Sorbett","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/E41E/#Sorbett"
"Apelsinimarinaadis maasikad","http://pilt.toidutare.ee/pilt/12.2007/9611/311x311.jpg?t=1416987287","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/E3F4/#Apelsinimarinaadis maasikad"
"Šokolaadis ananass","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/E389/#Šokolaadis ananass"
"Panna cotta","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/tarretised/FB98/#Panna cotta"
"Siirupikissell","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/magusad_supid/E29C/#Siirupikissell"
"Rabarberikissell","http://pilt.toidutare.ee/pilt/09.2007/9607/311x311.jpg?t=1416934813","http://toidutare.ee/road/magustoidud_ja_maiustused/magusad_supid/E29B/#Rabarberikissell"
"Jõhvika-porgandikissell","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/magusad_supid/E29A/#Jõhvika-porgandikissell"
"Vokitud piparmündipirnid","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/ED45/#Vokitud piparmündipirnid"
"Puuviljasalat zabaglione´ga","http://pilt.toidutare.ee/pilt/09.2012/9599/311x311.jpg?t=1416937097","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/ED09/#Puuviljasalat zabaglione´ga"
"Vaarikavaht vahukoorega","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/EB42/#Vaarikavaht vahukoorega"
"Kihiline kohupiimamagustoit riivleiva ja õuntega","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/FA5B/#Kihiline kohupiimamagustoit riivleiva ja õuntega"
"Juustukreem puuviljasalatiga","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/FA53/#Juustukreem puuviljasalatiga"
"Ahjubanaanid beseekihi all","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/FA4E/#Ahjubanaanid beseekihi all"
"Rabarberi-banaanisalat","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/F9D8/#Rabarberi-banaanisalat"
"Koorekreem karamelli all","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/EB54/#Koorekreem karamelli all"
"Kohupiim rukkileivaga","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/FBCE/#Kohupiim rukkileivaga"
"Koorene kohvitarretis","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/tarretised/EB40/#Koorene kohvitarretis"
"Kataloonia kreem","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/F96E/#Kataloonia kreem"
"Jogurtiga panna cotta","http://pilt.toidutare.ee/pilt/11.2005/9490/311x311.jpg?t=1416982034","http://toidutare.ee/road/magustoidud_ja_maiustused/tarretised/F896/#Jogurtiga panna cotta"
"Õunapommid ehk õunad tainas","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/F871/#Õunapommid ehk õunad tainas"
"Šokolaadivaht väikese alkoholiga","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/F870/#Šokolaadivaht väikese alkoholiga"
