"name","picurl","url"
"Rabarberibesee","http://pilt.toidutare.ee/pilt/05.2015/172378/311x311.jpg?t=1431428592","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1AED9/#Rabarberibesee"
"Väikesed šarlotid","http://pilt.toidutare.ee/pilt/05.2015/172297/311x311.jpg?t=1430741199","http://toidutare.ee/road/magustoidud_ja_maiustused/tarretised/1AE88/#Väikesed šarlotid"
"Vaarikakommid valge šokolaadiga","http://pilt.toidutare.ee/pilt/04.2015/172096/311x311.jpg?t=1428916969","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1ADBB/#Vaarikakommid valge šokolaadiga"
"Ingverirabarber jäätisega","http://pilt.toidutare.ee/pilt/04.2015/172136/311x311.jpg?t=1429265500","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/1ADF0/#Ingverirabarber jäätisega"
"Eton Mess","http://pilt.toidutare.ee/pilt/04.2015/172118/311x311.jpg?t=1429087973","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1ADD0/#Eton Mess"
"Mahukas marjakauss","http://pilt.toidutare.ee/pilt/03.2015/171931/311x311.jpg?t=1427408257","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1AD15/#Mahukas marjakauss"
"Rabarberi-ingveri syllabub","http://pilt.toidutare.ee/pilt/04.2015/172119/311x311.jpg?t=1429088748","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1ADD1/#Rabarberi-ingveri syllabub"
"Kuumad vaarikad jäätisevahuga","http://pilt.toidutare.ee/pilt/03.2015/171928/311x311.jpg?t=1427385784","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1AD16/#Kuumad vaarikad jäätisevahuga"
"Tsitrusekoored tumedas šokolaadis","http://pilt.toidutare.ee/pilt/03.2015/171980/311x311.jpg?t=1427799018","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1AD3C/#Tsitrusekoored tumedas šokolaadis"
"Magusad riisinuudlid","http://pilt.toidutare.ee/pilt/03.2015/171753/311x311.jpg?t=1425910222","http://toidutare.ee/road/magustoidud_ja_maiustused/1AC5E/#Magusad riisinuudlid"
"Ingveri-pähklikoorikus banaan vanillijäätisega","http://pilt.toidutare.ee/pilt/03.2015/172043/311x311.jpg?t=1428305668","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1AD05/#Ingveri-pähklikoorikus banaan vanillijäätisega"
"Kihiline kodujuustu-mango magustoit","http://pilt.toidutare.ee/pilt/03.2015/171901/311x311.jpg?t=1427287560","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1ACF6/#Kihiline kodujuustu-mango magustoit"
"Kirsi-jogurtitrifle","http://pilt.toidutare.ee/pilt/03.2015/171889/311x311.jpg?t=1427277676","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1ACED/#Kirsi-jogurtitrifle"
"Kodujuustupasha marmelaadiga","http://pilt.toidutare.ee/pilt/03.2015/171902/311x311.jpg?t=1427289544","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1ACF7/#Kodujuustupasha marmelaadiga"
"Jogurtimagustoit astelpaju ja kardemoniga","http://pilt.toidutare.ee/pilt/03.2015/171852/311x311.jpg?t=1426842284","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1ACC4/#Jogurtimagustoit astelpaju ja kardemoniga"
"Kama-toorjuustukreem mangoga","http://pilt.toidutare.ee/pilt/02.2015/171604/311x311.jpg?t=1424943455","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1ABDD/#Kama-toorjuustukreem mangoga"
"Iirise-kamapallid","http://pilt.toidutare.ee/pilt/02.2015/171607/311x311.jpg?t=1424944206","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1ABE0/#Iirise-kamapallid"
"Kihiline marjakissell","http://pilt.toidutare.ee/pilt/02.2015/171603/311x311.jpg?t=1424942061","http://toidutare.ee/road/magustoidud_ja_maiustused/magusad_supid/1ABDC/#Kihiline marjakissell"
"Šokolaadi-küpsisepallid mandlitega","http://pilt.toidutare.ee/pilt/02.2015/171403/311x311.jpg?t=1423060304","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1AAF8/#Šokolaadi-küpsisepallid mandlitega"
"Piparkoogitrühvlid","http://pilt.toidutare.ee/pilt/02.2015/171404/311x311.jpg?t=1423060792","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1AAF9/#Piparkoogitrühvlid"
"Kodune astelpajupuding","http://pilt.toidutare.ee/pilt/02.2015/171350/311x311.jpg?t=1422870680","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1AAC4/#Kodune astelpajupuding"
"Kirsi-kamamaius","http://pilt.toidutare.ee/pilt/02.2015/171378/311x311.jpg?t=1422970135","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1AAE0/#Kirsi-kamamaius"
"Külm pohlamaius","http://pilt.toidutare.ee/pilt/01.2015/170932/311x311.jpg?t=1420468700","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1A98C/#Külm pohlamaius"
"Kuum šokolaad vanilliga","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1AAB2/#Kuum šokolaad vanilliga"
"Puuviljavardad","http://pilt.toidutare.ee/pilt/01.2015/171243/311x311.jpg?t=1422274925","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1AA72/#Puuviljavardad"
"Kihiline magustoit rukkileivaga","http://pilt.toidutare.ee/pilt/01.2015/171261/311x311.jpg?t=1422349851","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1AA7C/#Kihiline magustoit rukkileivaga"
"Ahjuõunad mandlite ja iirisekattega","http://pilt.toidutare.ee/pilt/01.2015/170981/311x311.jpg?t=1420638869","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1A9B3/#Ahjuõunad mandlite ja iirisekattega"
"Kodune ahjuõunajogurt","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1A9B1/#Kodune ahjuõunajogurt"
"Tatra-õunakreem","http://pilt.toidutare.ee/pilt/01.2015/170982/311x311.jpg?t=1420639542","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1A9B4/#Tatra-õunakreem"
"Kleepuv riis mangoga kookoskastmes","http://pilt.toidutare.ee/pilt/12.2014/170805/311x311.jpg?t=1419865010","http://toidutare.ee/road/magustoidud_ja_maiustused/1A931/#Kleepuv riis mangoga kookoskastmes"
"Malle mulgi vanaema maius","http://pilt.toidutare.ee/pilt/12.2014/168448/311x311.jpg?t=1418188794","http://toidutare.ee/road/magustoidud_ja_maiustused/1A7A0/#Malle mulgi vanaema maius"
"Paleokondenspiim","http://pilt.toidutare.ee/pilt/12.2014/167375/311x311.jpg?t=1418188566","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1A6FD/#Paleokondenspiim"
"Röstitud jõulumandlid","http://pilt.toidutare.ee/pilt/12.2014/167779/311x311.jpg?t=1418188625","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1A772/#Röstitud jõulumandlid"
"Tee-puuviljakompott","http://pilt.toidutare.ee/pilt/12.2014/168907/311x311.jpg?t=1418632905","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1A7A7/#Tee-puuviljakompott"
"Jõuluhõnguline puuviljasalat","http://pilt.toidutare.ee/pilt/12.2014/167447/311x311.jpg?t=1418188574","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1A731/#Jõuluhõnguline puuviljasalat"
"Rocky Road puuviljatükkidega","http://pilt.toidutare.ee/pilt/12.2014/167430/311x311.jpg?t=1418188573","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1A726/#Rocky Road puuviljatükkidega"
"Ploomid šokolaadis","http://pilt.toidutare.ee/pilt/12.2014/167431/311x311.jpg?t=1418188572","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1A727/#Ploomid šokolaadis"
"Brie juust pähklite, marjade ja meega","http://pilt.toidutare.ee/pilt/12.2014/167410/311x311.jpg?t=1418188570","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1A716/#Brie juust pähklite, marjade ja meega"
"Nostalgilised Kreeka pähkli küpsised","http://pilt.toidutare.ee/pilt/12.2014/166969/311x311.jpg?t=1418188498","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1A6E2/#Nostalgilised Kreeka pähkli küpsised"
"Mandariinid rummises siirupis","http://pilt.toidutare.ee/pilt/12.2014/166968/311x311.jpg?t=1418188499","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1A6E1/#Mandariinid rummises siirupis"
"Rocky Road","http://pilt.toidutare.ee/pilt/12.2014/166967/311x311.jpg?t=1418188498","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1A6E0/#Rocky Road"
"Jõulumaitselised pistaatsiapähklid","http://pilt.toidutare.ee/pilt/12.2014/166966/311x311.jpg?t=1418188497","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1A6DF/#Jõulumaitselised pistaatsiapähklid"
"Sidrunikreem","http://pilt.toidutare.ee/pilt/11.2014/166355/311x311.jpg?t=1418161037","http://toidutare.ee/road/magustoidud_ja_maiustused/1A685/#Sidrunikreem"
"Riisi-mousse vaarikatoormoosiga","http://pilt.toidutare.ee/pilt/11.2014/164853/311x311.jpg?t=1416986437","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1A5D2/#Riisi-mousse vaarikatoormoosiga"
"Stressipallid","http://pilt.toidutare.ee/pilt/11.2014/166364/311x311.jpg?t=1418161039","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1A68A/#Stressipallid"
"Nostalgiakook Kirju Koer","http://pilt.toidutare.ee/pilt/11.2014/166337/311x311.jpg?t=1418161035","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1A676/#Nostalgiakook Kirju Koer"
"Tatraküpsised ja kookospallid","http://pilt.toidutare.ee/pilt/11.2014/163516/311x311.jpg?t=1416985972","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1A574/#Tatraküpsised ja kookospallid"
"Müsli tatra- ja hirsihelvestega","http://pilt.toidutare.ee/pilt/11.2014/163517/311x311.jpg?t=1416985972","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1A575/#Müsli tatra- ja hirsihelvestega"
"Kukekommid","http://pilt.toidutare.ee/pilt/11.2014/165585/311x311.jpg?t=1416986643","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1A60A/#Kukekommid"
"Tumedad trühvlid ploomide ja pistaatsiapähklitega","http://pilt.toidutare.ee/pilt/11.2014/164796/311x311.jpg?t=1416986420","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1A5C7/#Tumedad trühvlid ploomide ja pistaatsiapähklitega"
"Tõmmud trühvlid ürdilikööriga","http://pilt.toidutare.ee/pilt/11.2014/164795/311x311.jpg?t=1416986420","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1A5C6/#Tõmmud trühvlid ürdilikööriga"
"Natuke napsised trühvlid","http://pilt.toidutare.ee/pilt/11.2014/164794/311x311.jpg?t=1416986420","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1A5C5/#Natuke napsised trühvlid"
"Kass Arturi kook","http://pilt.toidutare.ee/pilt/11.2014/166339/311x311.jpg?t=1418161035","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1A678/#Kass Arturi kook"
"Kahe šokolaadi vaht kirssidega","http://pilt.toidutare.ee/pilt/11.2014/162939/311x311.jpg?t=1416985803","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1A4D4/#Kahe šokolaadi vaht kirssidega"
"Rocky Road valge šokolaadi ja pähklitega","http://pilt.toidutare.ee/pilt/11.2014/162943/311x311.jpg?t=1416985805","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1A4D8/#Rocky Road valge šokolaadi ja pähklitega"
"Valge ja tumeda šokolaadi tiramisu","http://pilt.toidutare.ee/pilt/11.2014/162946/311x311.jpg?t=1416985806","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1A4DA/#Valge ja tumeda šokolaadi tiramisu"
"Greibi-pistaatsiapähkli salat","http://pilt.toidutare.ee/pilt/10.2014/157399/311x311.jpg?t=1416980109","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1A30F/#Greibi-pistaatsiapähkli salat"
"Hautatud õunad jogurti ja seemnetega","http://pilt.toidutare.ee/pilt/10.2014/157398/311x311.jpg?t=1416980109","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1A30E/#Hautatud õunad jogurti ja seemnetega"
"Lihtne šokolaadikaste","http://pilt.toidutare.ee/pilt/10.2014/159031/311x311.jpg?t=1416980911","http://toidutare.ee/road/magustoidud_ja_maiustused/1A38E/#Lihtne šokolaadikaste"
"Soe puuviljasalat","http://pilt.toidutare.ee/pilt/09.2014/154964/311x311.jpg?t=1416938746","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1A1CC/#Soe puuviljasalat"
"Punase sametkoogi dessert","http://pilt.toidutare.ee/pilt/09.2014/156330/311x311.jpg?t=1416938990","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1A260/#Punase sametkoogi dessert"
"Pohlavaht toorjuustuga","http://pilt.toidutare.ee/pilt/09.2014/152381/311x311.jpg?t=1416938080","http://toidutare.ee/road/magustoidud_ja_maiustused/tarretised/1A0CA/#Pohlavaht toorjuustuga"
"Ploomimarmelaad ehk plombrillo","http://pilt.toidutare.ee/pilt/09.2014/152387/311x311.jpg?t=1416938082","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1A0CF/#Ploomimarmelaad ehk plombrillo"
"Põldmarja-besee magustoit","http://pilt.toidutare.ee/pilt/09.2014/152385/311x311.jpg?t=1416938081","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1A0CD/#Põldmarja-besee magustoit"
"Kiire banaanijäätis","http://pilt.toidutare.ee/pilt/09.2014/152384/311x311.jpg?t=1416938081","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/1A0CB/#Kiire banaanijäätis"
"Leivavorm karamelliste õuntega","http://pilt.toidutare.ee/pilt/09.2014/151305/311x311.jpg?t=1416937876","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1A06C/#Leivavorm karamelliste õuntega"
"Kohev õuna-vanilli-tiramisu","http://pilt.toidutare.ee/pilt/09.2014/151103/311x311.jpg?t=1416937820","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1A02A/#Kohev õuna-vanilli-tiramisu"
"Vahukooreriisipuder mustikasupiga","http://pilt.toidutare.ee/pilt/08.2014/150767/311x311.jpg?t=1416934446","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/19FFA/#Vahukooreriisipuder mustikasupiga"
"Suhkruploomid","http://pilt.toidutare.ee/pilt/08.2014/150734/311x311.jpg?t=1416934436","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/19FD7/#Suhkruploomid"
"Ploomi-clafoutis","http://pilt.toidutare.ee/pilt/07.2014/147846/311x311.jpg?t=1416930826","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/19D7D/#Ploomi-clafoutis"
"Norrapärased kalvadoseõunad","http://pilt.toidutare.ee/pilt/08.2014/148114/311x311.jpg?t=1416933796","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/19DCC/#Norrapärased kalvadoseõunad"
"Marjad vanillikreemiga","http://pilt.toidutare.ee/pilt/07.2014/145286/311x311.jpg?t=1416930567","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/19CAE/#Marjad vanillikreemiga"
"Maasika-apelsinisupp Kreeka jogurtiga","http://pilt.toidutare.ee/pilt/07.2014/145543/311x311.jpg?t=1416930645","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/19CFB/#Maasika-apelsinisupp Kreeka jogurtiga"
"Külmutatud juustukook kohvilikööri, šokolaadi ja vaarikatega","http://pilt.toidutare.ee/pilt/07.2014/145442/311x311.jpg?t=1416930622","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/19CCD/#Külmutatud juustukook kohvilikööri, šokolaadi ja vaarikatega"
"Pähkli-purukattega vaarikavorm","http://pilt.toidutare.ee/pilt/07.2014/145330/311x311.jpg?t=1416930574","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/19CBA/#Pähkli-purukattega vaarikavorm"
"Ahjujäätis marjadega","http://pilt.toidutare.ee/pilt/07.2014/145445/311x311.jpg?t=1416930623","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/19CD0/#Ahjujäätis marjadega"
"Külmutatud jogurt maasikatega","http://pilt.toidutare.ee/pilt/07.2014/145439/311x311.jpg?t=1416930622","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/19CCB/#Külmutatud jogurt maasikatega"
"Punase ja musta sõstra sorbett","http://pilt.toidutare.ee/pilt/07.2014/145444/311x311.jpg?t=1416930623","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/19CCF/#Punase ja musta sõstra sorbett"
"Rannatiramisu","http://pilt.toidutare.ee/pilt/07.2014/144977/311x311.jpg?t=1416930493","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/19C61/#Rannatiramisu"
"Maasika ja pistaatsiapähkli puding","http://pilt.toidutare.ee/pilt/07.2014/145263/311x311.jpg?t=1416930564","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/19B2E/#Maasika ja pistaatsiapähkli puding"
"Arbuusipulgad","http://pilt.toidutare.ee/pilt/07.2014/143831/311x311.jpg?t=1416930226","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/19B50/#Arbuusipulgad"
"Suur segadik","http://pilt.toidutare.ee/pilt/07.2014/143835/311x311.jpg?t=1416930227","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/19B54/#Suur segadik"
"Jogurtijäätis","http://pilt.toidutare.ee/pilt/07.2014/143833/311x311.jpg?t=1416930226","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/19B52/#Jogurtijäätis"
"Maasikasorbett","http://pilt.toidutare.ee/pilt/06.2014/140107/311x311.jpg?t=1416927385","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/19A1E/#Maasikasorbett"
"Panna cotta marineeritud maasikatega","http://pilt.toidutare.ee/pilt/06.2014/140178/311x311.jpg?t=1416927388","http://toidutare.ee/road/magustoidud_ja_maiustused/tarretised/19A25/#Panna cotta marineeritud maasikatega"
"Maasikad roosas veinitarretises","http://pilt.toidutare.ee/pilt/06.2014/140171/311x311.jpg?t=1416927387","http://toidutare.ee/road/magustoidud_ja_maiustused/tarretised/19A24/#Maasikad roosas veinitarretises"
"Halvaajäätis","http://pilt.toidutare.ee/pilt/06.2014/140101/311x311.jpg?t=1416927384","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/19A18/#Halvaajäätis"
"Pohlajäätis lehmakommidega","http://pilt.toidutare.ee/pilt/06.2014/140100/311x311.jpg?t=1416927383","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/19A16/#Pohlajäätis lehmakommidega"
"Plombiir","http://pilt.toidutare.ee/pilt/06.2014/140103/311x311.jpg?t=1416927384","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/19A19/#Plombiir"
"Lumepallisupp mandlilaastudega","http://pilt.toidutare.ee/pilt/06.2014/140072/311x311.jpg?t=1416927374","http://toidutare.ee/road/magustoidud_ja_maiustused/magusad_supid/19A08/#Lumepallisupp mandlilaastudega"
"Marjane saiapuding","http://pilt.toidutare.ee/pilt/06.2014/140064/311x311.jpg?t=1416927370","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/199FC/#Marjane saiapuding"
"Vahukoore-moosikreem","http://pilt.toidutare.ee/pilt/06.2014/140067/311x311.jpg?t=1416927372","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/19A03/#Vahukoore-moosikreem"
"Rukkijahu-moosivaht","http://pilt.toidutare.ee/pilt/06.2014/140068/311x311.jpg?t=1416927372","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/19A04/#Rukkijahu-moosivaht"
"Grillitud ananass rummisiirupiga","http://pilt.toidutare.ee/pilt/05.2014/134340/311x311.jpg?t=1416922560","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/19640/#Grillitud ananass rummisiirupiga"
"Munavalge-moosivaht","http://pilt.toidutare.ee/pilt/06.2014/140069/311x311.jpg?t=1416927373","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/19A05/#Munavalge-moosivaht"
"Jogurtijäätis vanillise marjasupiga","http://pilt.toidutare.ee/pilt/06.2014/140066/311x311.jpg?t=1416927371","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/19A01/#Jogurtijäätis vanillise marjasupiga"
"Grillitud virsikud Kreeka jogurtiga","http://pilt.toidutare.ee/pilt/05.2014/134506/311x311.jpg?t=1416922638","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/19673/#Grillitud virsikud Kreeka jogurtiga"
"Jogurtine hommikumaius","http://pilt.toidutare.ee/pilt/06.2014/140065/311x311.jpg?t=1416927371","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/199FF/#Jogurtine hommikumaius"
"Kookospurukattega rabarberivorm","http://pilt.toidutare.ee/pilt/06.2014/136627/311x311.jpg?t=1416926645","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/196B6/#Kookospurukattega rabarberivorm"
"Rabarberikissell","http://pilt.toidutare.ee/pilt/06.2014/136626/311x311.jpg?t=1416926645","http://toidutare.ee/road/magustoidud_ja_maiustused/magusad_supid/196B5/#Rabarberikissell"
"Iirise-juustumaius maasikasalatiga","http://pilt.toidutare.ee/pilt/06.2014/136606/311x311.jpg?t=1416926642","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/196AF/#Iirise-juustumaius maasikasalatiga"
"Väikesed maasika-rabarberi puruvormid","http://pilt.toidutare.ee/pilt/05.2014/133559/311x311.jpg?t=1416922310","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/19610/#Väikesed maasika-rabarberi puruvormid"
"Puuviljasalat maasikate ja jogurtikastmega","http://pilt.toidutare.ee/pilt/05.2014/130683/311x311.jpg?t=1416921446","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/195AD/#Puuviljasalat maasikate ja jogurtikastmega"
"Küpsetamata Alaska","http://pilt.toidutare.ee/pilt/05.2014/124561/311x311.jpg?t=1416920657","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/19529/#Küpsetamata Alaska"
"Rabarberikreem","http://pilt.toidutare.ee/pilt/05.2014/116992/311x311.jpg?t=1416920377","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/194DC/#Rabarberikreem"
"Rabarberi-mannavaht","http://pilt.toidutare.ee/pilt/05.2014/116991/311x311.jpg?t=1416920376","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/194DB/#Rabarberi-mannavaht"
"Rabarberi-kaeravaht","http://pilt.toidutare.ee/pilt/05.2014/116999/311x311.jpg?t=1416920379","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/194DF/#Rabarberi-kaeravaht"
"Mannavaht noore rabarberiga","http://pilt.toidutare.ee/pilt/05.2014/114492/311x311.jpg?t=1416920301","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/19493/#Mannavaht noore rabarberiga"
"Šokolaadi-mousse","http://pilt.toidutare.ee/pilt/04.2014/21089/311x311.jpg?t=1416913803","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1941C/#Šokolaadi-mousse"
"Šokolaadi-nugati semifreddo","http://pilt.toidutare.ee/pilt/04.2014/9654/311x311.jpg?t=1416914183","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/1937B/#Šokolaadi-nugati semifreddo"
"Vahukommist lihavõttejänkud","http://pilt.toidutare.ee/pilt/04.2014/2506/311x311.jpg?t=1416913905","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/192FA/#Vahukommist lihavõttejänkud"
"Kohupiima-astelpaju kausitort","http://pilt.toidutare.ee/pilt/04.2014/2507/311x311.jpg?t=1416913905","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/19284/#Kohupiima-astelpaju kausitort"
"Jogurtine terriin sidruni, mango ja mustikatega","http://pilt.toidutare.ee/pilt/04.2014/2515/311x311.jpg?t=1416913911","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/19289/#Jogurtine terriin sidruni, mango ja mustikatega"
"Mango-mandariini pokaalipasha laimiga","http://pilt.toidutare.ee/pilt/04.2014/2517/311x311.jpg?t=1416913911","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/19285/#Mango-mandariini pokaalipasha laimiga"
"Pasha kakao ja brändikirssidega","http://pilt.toidutare.ee/pilt/04.2014/2520/311x311.jpg?t=1416913913","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1925E/#Pasha kakao ja brändikirssidega"
"Kohupiima-mangokreem beseega","http://pilt.toidutare.ee/pilt/04.2014/2526/311x311.jpg?t=1416913916","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1925D/#Kohupiima-mangokreem beseega"
"Klassikaline pasha","http://pilt.toidutare.ee/pilt/04.2014/2533/311x311.jpg?t=1416913920","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/19260/#Klassikaline pasha"
"Pasha Nadežda moodi","http://pilt.toidutare.ee/pilt/04.2014/2535/311x311.jpg?t=1416913921","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/19276/#Pasha Nadežda moodi"
"Veinitarretis veriapelsinide ja magusa vahukoorega","http://pilt.toidutare.ee/pilt/04.2014/2548/311x311.jpg?t=1416913929","http://toidutare.ee/road/magustoidud_ja_maiustused/tarretised/19271/#Veinitarretis veriapelsinide ja magusa vahukoorega"
"Kausimagustoit kohupiima ja küpsistega","http://pilt.toidutare.ee/pilt/03.2014/2566/311x311.jpg?t=1416908361","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1922A/#Kausimagustoit kohupiima ja küpsistega"
"Marjad mascarpone teki all","http://pilt.toidutare.ee/pilt/03.2014/2570/311x311.jpg?t=1416908363","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/191D1/#Marjad mascarpone teki all"
